Category,Question,SQL,Result,Condition,Table Used,Element
Complex/Combined Scenarios,List all classes on Monday this semester.,"SELECT DISTINCT
  c.class_id
FROM Classes AS c
JOIN ClassCourse AS cc
  ON c.class_id = cc.class_id
JOIN Schedules AS s
  ON cc.class_course_id = s.class_course_id
WHERE
  DATENAME(weekday, S.start_time) = 'Monday' AND CC.semester = 'SP25';","[
  {
  ""class_id"": ""AI01""
  },
  {
  ""class_id"": ""IA01""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Classes', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Complex/Combined Scenarios,Calculate total credits I am taking this semester,"SELECT
  SUM(T3.no_credit) AS total_credits
FROM Enrollments AS T1
INNER JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
INNER JOIN Courses AS T3
  ON T2.course_id = T3.course_id
WHERE
  T1.student_id = 'HE001' AND T2.semester = 'SP25';","[
  {
  ""total_credits"": ""6""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments']","['AND', 'AS', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What is my GPA?,"WITH RankedEnrollments AS (
  SELECT
    E.student_id,
    E.average,
    C.no_credit,
    CC.course_id,
    ROW_NUMBER() OVER (
      PARTITION BY
        E.student_id,
        CC.course_id
      ORDER BY
        TRY_CAST(RIGHT(CC.semester, 2) AS INT) DESC,
        CASE LEFT(CC.semester, 2)
          WHEN 'FA' THEN 3 
          WHEN 'SU' THEN 2 
          WHEN 'SP' THEN 1 
          ELSE 0
        END DESC,
        E.enrollment_id DESC 
    ) as rn
  FROM Enrollments AS E
  JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
  JOIN Courses AS C
    ON CC.course_id = C.course_id
  WHERE
    E.student_id = 'HE001' 
    AND E.status <> 'Studying' 
    AND C.no_credit > 0 
), FilteredEnrollments AS (
  SELECT
    student_id,
    average,
    no_credit
  FROM RankedEnrollments
  WHERE
    rn = 1 
), StudentGPA AS (
  SELECT
    FE.student_id,
    CASE 
      WHEN SUM(FE.no_credit) > 0 THEN SUM(FE.average * FE.no_credit) / CAST(SUM(FE.no_credit) AS FLOAT)
      ELSE 0
    END AS CumulativeGPA,
    SUM(FE.no_credit) as TotalCreditsConsidered
  FROM FilteredEnrollments AS FE
  GROUP BY
    FE.student_id
)
SELECT
  SG.CumulativeGPA
FROM StudentGPA AS SG","[
  {
  ""CumulativeGPA"": ""9.5""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments', 'FilteredEnrollments', 'RankedEnrollments', 'StudentGPA']","['AND', 'AS', 'BY', 'CASE', 'DESC', 'ELSE', 'END', 'FLOAT', 'FROM', 'GROUP BY', 'INT', 'JOIN', 'ON', 'ORDER BY', 'OVER', 'PARTITION', 'SELECT', 'THEN', 'WHEN', 'WHERE', 'WITH']"
Enrollments & Grades,What is my enrollment status in course MAE?,SELECT status FROM Enrollments e JOIN ClassCourse cc ON e.class_course_id = cc.class_course_id WHERE e.student_id = 'HE001' AND cc.course_id = 'MAE',"[
  {
  ""status"": ""Passed""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What are my component scores in the MAE subject?,"SELECT
    CG.grade_name,
    SGD.grade_value,
    SGD.comment
FROM
    StudentGradeDetails SGD
JOIN CourseGrade CG ON SGD.course_grade_id = CG.course_grade_id
JOIN Enrollments E ON SGD.enrollment_id = E.enrollment_id
JOIN Students ST ON E.student_id = ST.student_id
WHERE
    ST.student_id = 'HE001' 
    AND CG.course_id = 'MAE'; ","[
  {
  ""grade_name"": ""Assignment"",
  ""grade_value"": ""9.2"",
  ""comment"": ""Grade Recorded""
  },
  {
  ""grade_name"": ""Final Exam"",
  ""grade_value"": ""9.8"",
  ""comment"": ""Grade Recorded""
  },
  {
  ""grade_name"": ""Progress Test"",
  ""grade_value"": ""9.4"",
  ""comment"": ""Grade Recorded""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['CourseGrade', 'Enrollments', 'StudentGradeDetails', 'Students']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What are all the grade components for 'Mathematics for Engineering' and what's the average for each?,"SELECT
    CG.grade_name,
    AVG(SGD.grade_value) AS AverageGrade
FROM
    CourseGrade CG
JOIN Courses C ON CG.course_id = C.course_id
LEFT JOIN StudentGradeDetails SGD ON CG.course_grade_id = SGD.course_grade_id
LEFT JOIN Enrollments E ON SGD.enrollment_id = E.enrollment_id  
WHERE
    C.course_name = 'Mathematics for Engineering'
    AND (E.status <> 'Studying' OR E.status IS NULL)  
GROUP BY
    CG.grade_name;","[
  {
  ""grade_name"": ""Assignment"",
  ""AverageGrade"": ""7.289999999999999""
  },
  {
  ""grade_name"": ""Final Exam"",
  ""AverageGrade"": ""7.87""
  },
  {
  ""grade_name"": ""Progress Test"",
  ""AverageGrade"": ""7.83""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails']","['AND', 'AS', 'FROM', 'GROUP BY', 'IS', 'JOIN', 'LEFT JOIN', 'NULL', 'ON', 'OR', 'SELECT', 'WHERE']"
Enrollments & Grades,Which students have a Practical Exam grade higher than 7 in Malware Analysis and Reverse Engineering?,"SELECT DISTINCT e.student_id 
FROM Enrollments e 
JOIN StudentGradeDetails sgd ON e.enrollment_id = sgd.enrollment_id 
JOIN CourseGrade cg ON sgd.course_grade_id = cg.course_grade_id 
JOIN ClassCourse cc ON e.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE cg.grade_name = 'Practical Exam' AND sgd.grade_value > 7 AND c.course_name = 'Malware Analysis and Reverse Engineering'","[
  {
  ""student_id"": ""HE011""
  },
  {
  ""student_id"": ""HE012""
  },
  {
  ""student_id"": ""HE013""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails']","['AND', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Show my Assignment grade for Malware Analysis and Reverse Engineering.,"SELECT sgd.grade_value 
FROM StudentGradeDetails sgd 
JOIN Enrollments e ON sgd.enrollment_id = e.enrollment_id 
JOIN CourseGrade cg ON sgd.course_grade_id = cg.course_grade_id 
JOIN ClassCourse cc ON e.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE e.student_id = 'HE011' AND c.course_name = 'Malware Analysis and Reverse Engineering' AND cg.grade_name = '%Assignment%'",[],"{""role"": ""Student"", ""identity"": [""HE011""]}","['ClassCourse', 'CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What's the weight of the Final Exam in Natural Language Processing?,"SELECT grade_weight 
FROM CourseGrade cg 
JOIN Courses c ON cg.course_id = c.course_id 
WHERE c.course_name = 'Natural Language Processing' AND cg.grade_name = 'Final Exam'","[
  {
  ""grade_weight"": ""0.3""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['CourseGrade', 'Courses']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Show all my grades and their weights in course MAE,"SELECT
    CG.grade_name,
    CG.grade_weight,
    SGD.grade_value
FROM
    StudentGradeDetails SGD
JOIN CourseGrade CG ON SGD.course_grade_id = CG.course_grade_id
JOIN Enrollments E ON SGD.enrollment_id = E.enrollment_id
JOIN ClassCourse CC ON E.class_course_id = CC.class_course_id
JOIN Courses C ON CC.course_id = C.course_id
JOIN Students ST ON E.student_id = ST.student_id
JOIN Users U ON ST.student_id = U.user_id
WHERE
    U.user_id = 'HE001'  
    AND C.course_id = 'MAE'; ","[
  {
  ""grade_name"": ""Assignment"",
  ""grade_weight"": ""0.3"",
  ""grade_value"": ""9.2""
  },
  {
  ""grade_name"": ""Final Exam"",
  ""grade_weight"": ""0.4"",
  ""grade_value"": ""9.8""
  },
  {
  ""grade_name"": ""Progress Test"",
  ""grade_weight"": ""0.3"",
  ""grade_value"": ""9.4""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails', 'Students', 'Users']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Show the course grades and comments for each assignment in MAE for my enrollment,"SELECT
    CC.semester,
    CG.grade_name,
    SGD.grade_value,
    SGD.comment
FROM
    StudentGradeDetails SGD
JOIN CourseGrade CG ON SGD.course_grade_id = CG.course_grade_id
JOIN Enrollments E ON SGD.enrollment_id = E.enrollment_id
JOIN ClassCourse CC ON E.class_course_id = CC.class_course_id
JOIN Courses C ON CC.course_id = C.course_id
JOIN Students ST ON E.student_id = ST.student_id
JOIN Users U ON ST.student_id = U.user_id
WHERE
    U.user_id = 'HE001'         
    AND C.course_id = 'MAE'      
    AND CG.grade_name LIKE '%Assignment%';","[
  {
  ""semester"": ""FA24"",
  ""grade_name"": ""Assignment"",
  ""grade_value"": ""9.2"",
  ""comment"": ""Grade Recorded""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails', 'Students', 'Users']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Find the average grade for all students in the course MAE,"SELECT
    AVG(E.average) AS AverageGrade
FROM
    Enrollments E
JOIN ClassCourse CC ON E.class_course_id = CC.class_course_id
JOIN Courses C ON CC.course_id = C.course_id
WHERE
    C.course_id = 'MAE' 
    AND E.status <> 'Studying';","[
  {
  ""AverageGrade"": ""7.684""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Show my enrollement information (include my class and corresponding course) for courses where my average grade is above 8.,"SELECT
  CC.class_id,
  CC.course_id,
  E.average,
  E.status AS enrollment_status
FROM Enrollments AS E
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
WHERE
  E.student_id = 'HE001' AND E.average > 8;","[
  {
  ""class_id"": ""AI01"",
  ""course_id"": ""MAE"",
  ""average"": ""9.5"",
  ""enrollment_status"": ""Passed""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What is the highest grade value I received in course MAE?,"SELECT MAX(sgd.grade_value) 
FROM StudentGradeDetails sgd JOIN Enrollments e ON sgd.enrollment_id = e.enrollment_id 
JOIN ClassCourse cc ON e.class_course_id = cc.class_course_id 
WHERE e.student_id = 'HE001' AND cc.course_id = 'MAE'","[
  {
  """": ""9.8""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments', 'StudentGradeDetails']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What is the average grade value of each of my completed courses/subjects?,"SELECT cc.course_id,
        e.average, 
        cc.semester
FROM Enrollments AS e
JOIN ClassCourse AS cc ON e.class_course_id = cc.class_course_id
WHERE
  e.student_id = 'HE001' AND e.status <> 'Studying';","[
  {
  ""course_id"": ""MAE"",
  ""average"": ""9.5"",
  ""semester"": ""FA24""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What was the course and class information corresponding to my top 5  highest grade?,"SELECT TOP 5
    CC.course_id,
    CC.class_id,
    E.average AS Grade
FROM Enrollments AS E
JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
WHERE
    E.student_id = 'HE001'
ORDER BY
    E.average DESC;","[
  {
  ""course_id"": ""MAE"",
  ""class_id"": ""AI01"",
  ""Grade"": ""9.5""
  },
  {
  ""course_id"": ""NLP"",
  ""class_id"": ""AI01"",
  ""Grade"": ""0.0""
  },
  {
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01"",
  ""Grade"": ""0.0""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments']","['AS', 'DESC', 'FROM', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
Enrollments & Grades,Which courses have a grade name called Final Exam?,"SELECT DISTINCT c.course_name 
FROM Courses c JOIN CourseGrade cg ON c.course_id = cg.course_id 
WHERE cg.grade_name = 'Practical Exam'","[
  {
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_name"": ""Enterprise Resource Planning (ERP)""
  },
  {
  ""course_name"": ""Information System Design & Analysis""
  },
  {
  ""course_name"": ""Information System Programming Project""
  },
  {
  ""course_name"": ""Machine Learning""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  },
  {
  ""course_name"": ""Natural Language Processing""
  },
  {
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""course_name"": ""Software development project""
  },
  {
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['CourseGrade', 'Courses']","['DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,List the grades for the courses I've Passed.,"SELECT
  c.course_name,
  cg.grade_name,
  sgd.grade_value
FROM Enrollments AS e
JOIN StudentGradeDetails AS sgd
  ON e.enrollment_id = sgd.enrollment_id
JOIN CourseGrade AS cg
  ON sgd.course_grade_id = cg.course_grade_id
JOIN ClassCourse AS cc
  ON e.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  e.student_id = 'HE001' AND e.status = 'Passed';","[
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""grade_name"": ""Assignment"",
  ""grade_value"": ""9.2""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""grade_name"": ""Final Exam"",
  ""grade_value"": ""9.8""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""grade_name"": ""Progress Test"",
  ""grade_value"": ""9.4""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'CourseGrade', 'Courses', 'Enrollments', 'StudentGradeDetails']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Which course has the highest number of students passing the subject?,"SELECT TOP 1 WITH TIES
  c.course_name,
  COUNT(DISTINCT e.student_id) AS passed_student_count
FROM Enrollments AS e
JOIN ClassCourse AS cc
  ON e.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  e.status = 'Passed'
GROUP BY
  c.course_name
ORDER BY
  passed_student_count DESC;","[
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""passed_student_count"": ""8""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AS', 'DESC', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
Enrollments & Grades,Show my transcript including course name grade and credits for each course,"SELECT c.course_name, e.average, c.no_credit 
FROM Enrollments e 
JOIN ClassCourse cc ON e.class_course_id = cc.class_course_id 
JOIN Courses c ON cc.course_id = c.course_id 
WHERE e.student_id = 'HE001'","[
  {
  ""course_name"": ""Machine Learning"",
  ""average"": ""0.0"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""average"": ""9.5"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""average"": ""0.0"",
  ""no_credit"": ""3""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Courses', 'Enrollments']","['FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,Show the academic standing of the students in the classes that I have taught.,"SELECT
    S.student_id,
        U.fullname,
    CC.course_id,
    Cls.class_id,
        E.average,
    E.status,
    CC.semester
FROM Enrollments AS E
JOIN Students AS S ON E.student_id = S.student_id
JOIN Users AS U ON S.student_id = U.user_id
JOIN ClassCourse AS CC ON E.class_course_id = CC.class_course_id
JOIN Classes AS Cls ON CC.class_id = Cls.class_id
WHERE CC.lecturer_id = 'LEC01' AND E.status <> 'Studying';","[
  {
  ""student_id"": ""HE011"",
  ""fullname"": ""Student K"",
  ""course_id"": ""MAE"",
  ""class_id"": ""IA01"",
  ""average"": ""9.7"",
  ""status"": ""Passed"",
  ""semester"": ""FA24""
  },
  {
  ""student_id"": ""HE012"",
  ""fullname"": ""Student L"",
  ""course_id"": ""MAE"",
  ""class_id"": ""IA01"",
  ""average"": ""6.87"",
  ""status"": ""Passed"",
  ""semester"": ""FA24""
  },
  {
  ""student_id"": ""HE013"",
  ""fullname"": ""Student M"",
  ""course_id"": ""MAE"",
  ""class_id"": ""IA01"",
  ""average"": ""7.0"",
  ""status"": ""Attendance Failure"",
  ""semester"": ""FA24""
  },
  {
  ""student_id"": ""HE014"",
  ""fullname"": ""Student N"",
  ""course_id"": ""MAE"",
  ""class_id"": ""IA01"",
  ""average"": ""6.33"",
  ""status"": ""Passed"",
  ""semester"": ""FA24""
  },
  {
  ""student_id"": ""HE015"",
  ""fullname"": ""Student O"",
  ""course_id"": ""MAE"",
  ""class_id"": ""IA01"",
  ""average"": ""8.0"",
  ""status"": ""Passed"",
  ""semester"": ""FA24""
  }
 ]","{""role"": ""Lecturer"", ""identity"": [""LEC01""]}","['ClassCourse', 'Classes', 'Enrollments', 'Students', 'Users']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show all class schedules this semester.,"SELECT
  CC.class_id,
  C.course_name,
  U.fullname AS lecturer_name,
  S.start_time,
  S.end_time,
  S.room,
  S.slot,
  CC.semester
FROM Schedules AS S
JOIN ClassCourse AS CC
  ON S.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
  ON L.lecturer_id = U.user_id
WHERE
  CC.semester = 'SP25';","[
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_name"": ""Giang"",
  ""start_time"": ""2025-01-06 07:30:00"",
  ""end_time"": ""2025-01-06 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""1"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_name"": ""Giang"",
  ""start_time"": ""2025-01-08 10:00:00"",
  ""end_time"": ""2025-01-08 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""2"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_name"": ""Giang"",
  ""start_time"": ""2025-01-13 07:30:00"",
  ""end_time"": ""2025-01-13 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""3"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_name"": ""Giang"",
  ""start_time"": ""2025-01-15 10:00:00"",
  ""end_time"": ""2025-01-15 12:20:00"",
  ""room"": ""R001"",
  ""slot"": ""4"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_name"": ""Giang"",
  ""start_time"": ""2025-01-20 07:30:00"",
  ""end_time"": ""2025-01-20 09:50:00"",
  ""room"": ""R001"",
  ""slot"": ""5"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-06 10:00:00"",
  ""end_time"": ""2025-01-06 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""1"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-08 07:30:00"",
  ""end_time"": ""2025-01-08 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""2"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-13 10:00:00"",
  ""end_time"": ""2025-01-13 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""3"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-15 07:30:00"",
  ""end_time"": ""2025-01-15 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""4"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-20 10:00:00"",
  ""end_time"": ""2025-01-20 12:20:00"",
  ""room"": ""R003"",
  ""slot"": ""5"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-06 12:50:00"",
  ""end_time"": ""2025-01-06 15:10:00"",
  ""room"": ""R004"",
  ""slot"": ""1"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-08 15:20:00"",
  ""end_time"": ""2025-01-08 17:40:00"",
  ""room"": ""R004"",
  ""slot"": ""2"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-13 12:50:00"",
  ""end_time"": ""2025-01-13 15:10:00"",
  ""room"": ""R004"",
  ""slot"": ""3"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-15 15:20:00"",
  ""end_time"": ""2025-01-15 17:40:00"",
  ""room"": ""R004"",
  ""slot"": ""4"",
  ""semester"": ""SP25""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_name"": ""Phuong"",
  ""start_time"": ""2025-01-20 12:50:00"",
  ""end_time"": ""2025-01-20 15:10:00"",
  ""room"": ""R004"",
  ""slot"": ""5"",
  ""semester"": ""SP25""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Schedules', 'Users']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Show the schedule for classes on September 9th 2024.,"SELECT
  CC.class_id,
  C.course_name,
  S.start_time,
  S.end_time,
  S.room,
  S.slot
FROM Schedules AS S
JOIN ClassCourse AS CC
  ON S.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
WHERE
  CAST(S.start_time AS DATE) = '2024-09-09';","[
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R002"",
  ""slot"": ""1""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""start_time"": ""2024-09-09 07:30:00"",
  ""end_time"": ""2024-09-09 09:50:00"",
  ""room"": ""R003"",
  ""slot"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AS', 'DATE', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many classes are held room 'R001' in this semester?,"SELECT
  COUNT(DISTINCT T1.class_course_id) AS NumberOfClasses
FROM Schedules AS T1
JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
WHERE
  T1.room = 'R001' AND T2.semester = 'SP25'; ","[
  {
  ""NumberOfClasses"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
